RaceNo.,Distance,Stake,Date,Race Class,Course,Course Direction,HNO,HORSE,SEX,AGE,BARRIER,JCKWGHT,JOCKEY,ALLOWANCE,JCKYRTNG,TRAINER,Location,STARTS,WINS,SECONDS,THIRDS,FRTHS,Earnings,Avgerage earnings,Win %,Plc %,Days since last start,LftR,LftW,LftP,RgtR,RgtW,RgtP,FastR,FastW,FastP,EsyR,EsyW,EsyP,SftR,SftW,SftP,HvyR,HvyW,HvyP,CrseR,CrseW,CrseP,DedR,DedW,DedP,DstR,DstW,DstP,F90R,F90W,F90P,F30R,F30W,F30P,2UpR,2UpW,2UpP,FavR,FavW,FavP,L12R,L12W,L12S,L12T,L12W%,L12P%,L12est,LTk6,LTk5,LTk4,LTk3,LTk2,LTk1,LDate6,LDate5,LDate4,LDate3,LDate2,LDate1,L126,L125,L124,L123,L122,L121,LPos6,LPos5,LPos4,LPos3,LPos2,LPos1,LFSize6,LFSize5,LFSize4,LFSize3,LFSize2,LFSize1,LTkCond6,LTkCond5,LTkCond4,LTkCond3,LTkCond2,LTkCond1,LClass6,LClass5,LClass4,LClass3,LClass2,LClass1,LPrz6,LPrz5,LPrz4,LPrz3,LPrz2,LPrz1,LTkLn6,LTkLn5,LTkLn4,LTkLn3,LTkLn2,LTkLn1,LJcky6,LJcky5,LJcky4,LJcky3,LJcky2,LJcky1,LWgt6,LWgt5,LWgt4,LWgt3,LWgt2,LWgt1,LBarr6,LBarr5,LBarr4,LBarr3,LBarr2,LBarr1,LWFav6,LWFav5,LWFav4,LWFav3,LWFav2,LWFav1,LPFav6,LPFav5,LPFav4,LPFav3,LPFav2,LPFav1,LWDiv6,LWDiv5,LWDiv4,LWDiv3,LWDiv2,LWDiv1,LTkDir6,LTkDir5,LTkDir4,LTkDir3,LTkDir2,LTkDir1,LWnnr6,LWnnr5,LWnnr4,LWnnr3,LWnnr2,LWnnr1,LTime6,LTime5,LTime4,LTime3,LTime2,LTime1,LLag6,LLag5,LLag4,LLag3,LLag2,LLag1,TCONDS,TFS,FAV, WDIv , PDiv ,Finish
4,2200,"75,000",1/01/15,OPN RATING 85 54.00,Ellerslie,2,11,Jimmy Hoffa,g,4,4,54.0,Shaun McKay,3,64,P & J McKay,Matamata,17,2,0,2,3,"54,125","3,183",12%,24%,19,11,1,1,6,1,1,0,0,0,8,2,2,0,0,0,0,0,0,3,1,0,9,0,0,0,0,0,3,0,0,2,0,1,3,0,1,0,0,0,10,2,0,1,20%,30%,"46,925",TE R,HAST,ROTO,TE R,ELLS,TE R,10/09/14,4/10/14,18/10/14,8/11/14,29/11/14,13/12/14,1,2,0,0,0,0,6,11,12,3,11,1,14,15,13,16,15,16,D5,G3,D5,G3,D4,G3,Rating 65 Benchmark*,Rating 75 Benchmark,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,"7,000","40,000","17,000","17,000","20,000","30,000",1400,2000,1950,1600,2100,2100,S McKay,S McKay,S McKay,S McKay,S McKay,S McKay,59.0,54.0,58.0,57.0,57.0,56.5,6,3,10,11,8,1,10,6,2,14,3,4,10,6,3,14,3,4,17.20,10.20,8.80,34.20,12.40,9.50,1,1,1,1,1,2,Curious,Wolfwhistle,Maygrove (AUS),Tiara,Rasa Lila,Heistheone,84.05,122.52,121.35,94.76,131.67,130.31,3.6,10.6,19.2,1.8,4.3,0.3,1,16,7,20.50,5.50,8
4,2200,"75,000",1/01/15,OPN RATING 85 54.00,Ellerslie,2,13,Satay,m,4,8,54.0,Trudy Thornton,,64,Fraser-Campin/Campin,Cambridge,16,2,3,2,0,"26,725","1,670",12%,44%,4,11,2,3,5,0,2,0,0,0,8,1,3,1,0,1,1,0,0,5,0,2,6,1,1,1,0,1,2,1,0,2,0,1,2,0,1,5,2,2,9,1,2,0,11%,33%,"14,300",NPLY,TE R,OTAK,HAST,ELLS,ELLS,11/09/14,3/10/14,18/10/14,9/11/14,6/12/14,28/12/14,1,2,0,0,0,0,1,8,7,2,2,5,8,15,16,8,9,14,D4,D5,D4,G3,G3,G3,Rating 65 Benchmark Fillies and Mares*,Rating 65 Benchmark*,Rating 65 Benchmark Fillies and Mares*,Rating 65 Benchmark*,Rating 65 Benchmark Fillies and Mares*,Rating 65 Benchmark*,"12,000","17,000","25,000","7,000","20,000","20,000",1400,1600,1600,2100,2200,2100,D Bradley,D Bradley,D Bradley,D Bradley,R Hutchings,R Hutchings,56.5,56.0,57.5,56.0,58.0,56.5,4,4,10,8,2,4,1,2,1,1,1,3,2,2,1,1,1,2,2.70,7.10,5.50,,4.20,6.50,2,1,1,1,1,1,Gypsy Fair,Gesemi,Dramatist,Casino Jack (AUS),Katy O'Beel,Chipandchase,83.28,98.20,95.00,129.39,139.06,129.69,0.3,6.1,4.8,1.0,1.0,3.6,1,16,10,24.80,7.00,11
4,2200,"75,000",1/01/15,OPN RATING 85 54.00,Ellerslie,2,14,Heistheone,g,4,11,54.0,Rory Hutchings,,63,Mark Lupton,Matamata,10,1,5,0,0,"16,150","1,615",10%,60%,19,6,0,3,4,1,2,0,0,0,1,0,1,2,0,1,3,0,2,1,0,0,4,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,10,1,5,0,10%,60%,"16,150",BB MATA,MATA,TE A,AVON,ELLS,BB TE R,24/09/14,11/10/14,22/10/14,5/11/14,29/11/14,13/12/14,0,0,0,0,0,0,2,7,2,1,14,2,8,11,12,14,15,16,S9,D4,D4,D5,D4,G3,MDN,MDN,MDN,MDN,Rating 65 Benchmark*,Rating 65 Benchmark*,"7,000","10,000","7,000","7,000","20,000","30,000",1600,1600,2200,2100,2100,2100,R Smyth,R Smyth,R Smyth,D Johnson,D Johnson,R Hutchings,58.5,58.5,58.5,58.5,57.5,57.0,1,2,2,14,10,6,2,4,3,1,5,7,2,3,3,1,6,8,3.60,6.70,4.90,5.10,16.50,17.10,1,1,1,2,1,1,Lady Le Fay,Lady Kalimara,Deschabeel,Ina Jam,Rasa Lila,Jimmy Hoffa,99.24,96.19,139.70,134.82,131.67,130.31,1.1,2.4,0.5,0.3,7.8,0.3,1,16,13,36.20,8.30,15
4,2200,"75,000",1/01/15,OPN RATING 85 54.00,Ellerslie,2,15,Mangaroa Flo Jo,m,4,13,54.0,Matthew Cameron,,63,Graham Thomas,Cambridge,8,1,0,2,0,"9,625","1,203",12%,38%,19,2,1,1,6,0,1,0,0,0,2,0,2,0,0,0,3,0,0,1,0,1,3,1,0,1,0,1,2,0,0,0,0,0,2,0,0,2,1,1,8,1,0,2,12%,38%,"9,625",BB TTKO,TAUR,TAUR,BB NPLY,ELLS,TE R,25/06/14,17/10/14,1/11/14,21/11/14,6/12/14,13/12/14,0,1,2,0,0,0,5,8,5,1,3,3,10,12,12,11,9,16,H1,D4,D4,D5,G3,G3,MDN,MDN,B.On MDN F&M,MDN,Rating 65 Benchmark Fillies and Mares*,Rating 65 Benchmark*,"7,000","7,000","7,000","7,000","20,000","30,000",1600,1600,1600,2000,2200,2100,R Norvall,M Cameron,M Cameron,M Cameron,M Cameron,M Cameron,56.5,56.5,57.5,56.5,58.0,56.0,4,3,1,11,1,9,8,6,7,1,2,1,9,6,7,1,3,1,19.70,13.20,15.50,2.80,4.40,4.20,1,1,1,2,1,1,Handsome Hermes,Grayson,Capinsky,Lykaroc,Katy O'Beel,Jimmy Hoffa,103.20,96.72,96.32,124.66,139.06,130.31,4.9,5.2,3.0,1.8,2.8,1.1,1,16,8,23.40,5.40,12
4,2200,"75,000",1/01/15,OPN RATING 85 54.00,Ellerslie,2,16,Smedley,g,6,17,54.0,Lee Magorrian,2,61,Clayton Stevenson,Waipu,44,3,6,6,3,"50,040","1,137",7%,34%,18,7,1,1,37,2,11,0,0,0,12,0,1,9,1,4,6,1,1,20,1,6,17,1,6,2,0,0,2,0,0,4,0,1,2,0,1,0,0,0,11,0,1,2,0%,27%,"9,275",MATA,ELLS,ELLS,DARG,ELLS,ELLS,11/10/14,25/10/14,4/11/14,14/11/14,29/11/14,14/12/14,0,0,0,0,0,0,2,9,5,4,3,6,12,12,16,11,12,9,D4,G3,S7,D5,D4,S7,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 75 Benchmark,Rating 65 Benchmark*,"17,000","20,000","30,000","7,000","25,000","20,000",1600,1400,1600,2000,2100,1600,S Collett,M Hills,S Collett,U Holmquist,L Magorrian,u Plessis,56.5,57.5,57.5,57.0,55.0,57.5,5,4,14,2,11,1,8,9,,3,11,2,8,9,,2,11,2,24.50,17.70,34.30,6.60,32.60,4.90,1,1,1,1,1,1,Lady Le Fay,Casino Park,Mongolian Khan (AUS),Proud Life (USA),Cursive,Undiscovered,96.67,83.24,98.27,126.31,132.33,100.69,0.9,6.5,3.2,3.7,2.6,2.5,1,16,16,84.50,22.70,14
4,2200,"75,000",1/01/15,OPN RATING 85 54.00,Ellerslie,2,18,Awesome Goal ,g,5,1,57.0,Chris Johnson,,75,John Wheeler,New Plymouth,22,3,5,5,2,"74,322","3,378",14%,59%,6,6,2,3,1,0,0,0,0,0,4,0,2,3,0,2,7,1,4,1,0,0,8,2,2,0,0,0,3,0,2,2,0,1,3,0,2,2,1,0,12,2,4,2,17%,67%,"45,820",HAWE,TE R,AWAP,WGUI,BB TE R,ELLS,11/10/14,27/10/14,22/11/14,29/11/14,13/12/14,26/12/14,0,0,0,0,0,0,3,2,1,1,5,10,15,11,10,13,11,15,D4,G3,D4,D5,G3,G3,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 75 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,"20,000","17,000","17,000","18,000","30,000","40,000",2100,2100,2300,2040,2400,2100,V Colgan,O Bosson,C Johnson,C Johnson,O Bosson,C Johnson,58.0,59.0,59.0,57.0,59.5,54.5,12,2,3,7,3,4,2,2,1,2,1,3,2,2,1,2,1,2,6.20,4.40,3.50,5.20,3.70,7.40,1,1,2,2,1,1,Fast Profit (AUS),Table One,Thieving Sisters,King Nero,Tokomutu Judge,Farm Boy,134.68,130.04,146.33,127.70,148.05,131.39,1.6,1.5,6.0,1.8,2.2,4.3,1,16,5,10.80,3.10,1
5,2100,"12,000",1/01/15,OPN RATING 85 54.00,Hastings,1,1,I'll'ava'alf,g,6,6,59.0,Jack Wong,2,80,Karen Fursdon,Matamata,28,5,3,1,4,"58,050","2,073",18%,32%,10,18,4,2,10,1,2,0,0,0,11,2,2,6,1,2,4,1,0,6,3,0,7,1,0,9,2,1,3,0,0,5,0,0,3,2,0,1,0,0,13,2,2,0,15%,31%,"29,325",ELLS,BB ELLS,HAST,RUAK,AVON,NPLY,24/05/14,31/05/14,7/08/14,30/08/14,3/12/14,22/12/14,0,0,0,0,1,2,2,2,4,7,9,10,11,10,11,8,9,10,S9,S9,S8,D6,G3,D5,Rating 85 Benchmark,OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,"17,000","40,000","12,000","17,000","8,000","8,000",2400,2200,2000,2100,1400,1800,O Bosson,A Jones,R Hutchings,M Wenn,A Jones,A Jones,58.5,54.0,58.5,59.0,57.5,57.5,9,10,11,2,2,7,3,4,1,2,9,4,3,6,1,4,9,4,6.70,7.80,2.90,5.50,29.80,10.40,1,1,1,1,1,1,Letmeby,Bragato,Chill Bill,Canterino (AUS),The Last Shower,All The Way,157.60,148.23,132.64,133.89,83.37,111.71,0.1,0.3,1.2,13.7,12.1,7.2,1,7,3,5.90,2.70,7
5,2100,"12,000",1/01/15,OPN RATING 85 54.00,Hastings,1,2,Second Hope,g,10,3,58.5,Hayden Tinsley,,79,Tim Symes,Hastings,82,9,10,7,15,"150,629","1,836",11%,32%,21,79,8,17,3,1,0,1,1,0,46,6,8,11,1,3,7,1,2,29,4,4,17,0,4,7,0,3,8,1,2,,,,8,0,1,7,1,3,8,1,1,1,12%,38%,"15,825",WROA,TAUR,HAST,ROTO,HAST,HAST,23/02/14,22/03/14,19/04/14,10/05/14,9/11/14,11/12/14,0,0,0,0,1,2,2,4,12,11,7,4,9,8,13,11,8,4,G3,G3,H1,H1,G3,S7,OPN HCP,OPN HCP,Gp3 OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,"20,000","25,000","70,000","30,000","8,000","8,000",2100,2100,2200,1560,1400,2100,B Grylls,B Grylls,S Doyle,C Dell,N Teeluck,L Magorrian,55.0,56.0,55.0,58.0,57.5,57.0,7,7,11,1,7,4,4,7,4,10,8,4,5,7,6,11,8,4,7.70,14.30,30.00,27.40,,11.00,1,1,1,1,1,1,Likeapins,Tempelten,Intransigent,Decorah,Manu,Right Royal Rose,125.99,129.44,147.20,100.32,82.31,135.40,1.3,3.7,36.3,33.8,7.3,6.6,1,7,7,13.90,4.50,4
5,2100,"12,000",1/01/15,OPN RATING 85 54.00,Hastings,1,3,Volkswood,g,7,4,58.0,Buddy Lammas,,78,Martin O'Malley,Levin,40,5,6,4,4,"77,475","1,936",12%,38%,14,38,5,9,2,0,1,1,0,0,21,3,7,4,1,1,1,0,0,7,1,1,13,1,2,5,0,2,6,1,2,4,1,1,6,2,2,7,3,2,7,0,0,0,0%,0%,"3,825",TREN,ELLS,WAV ,TREN,AWAP,OTAK,25/01/14,15/02/14,23/03/14,25/10/14,11/11/14,18/12/14,0,0,0,1,2,0,8,12,6,11,8,5,15,16,6,12,10,8,G3,G3,G2,D4,D4,S8,Gp2 OPN HCP,Gp2 OPN HCP,OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,,,"17,000","30,000","20,000","8,000",2400,2400,1650,1200,1600,2100,R Myers,B Grylls,B Lammas,V Ravikumar,V Ravikumar,C Johnson,52.5,52.5,56.5,57.5,58.0,61.0,4,13,1,11,9,5,13,,5,12,,5,13,,3,12,,6,55.90,75.30,6.80,105.50,,10.00,1,1,1,1,1,1,Graphic,Who Shot Thebarman,Just The Tip,Kawi,Weregoingtogetcha (AUS),Perfect Mix,149.30,149.18,99.37,68.87,97.95,135.94,3.7,10.8,5.9,8.8,10.1,13.2,1,7,6,11.70,4.60,3
5,2100,"12,000",1/01/15,OPN RATING 85 54.00,Hastings,1,4,Quest,m,6,9,57.0,Robert Hannam,,80,Mark Brosnan,Matamata,24,4,2,0,5,"53,400","2,225",17%,25%,19,11,2,1,13,2,1,0,0,0,13,3,1,1,0,0,0,0,0,1,0,0,10,1,1,3,1,0,4,0,0,2,0,1,3,0,1,3,2,0,7,0,1,0,0%,14%,"13,900",ELLS,TE R,ELLS,ELLS,TE A,TE R,11/01/14,8/02/14,1/03/14,5/03/14,5/04/14,13/12/14,0,0,0,0,0,1,4,5,7,9,2,9,10,12,10,18,11,9,G3,D5,G3,D4,D4,G3,OPN HCP,Rating 85 Benchmark,OPN HCP,Gp1 OPN HCP,OPN HCP,Rating 85 Benchmark,"25,000","30,000","40,000",,"40,000","30,000",2100,2400,2200,3200,2200,1600,u Plessis,u Plessis,u Plessis,u Plessis,N Harris,C Grylls,54.0,55.0,53.0,52.0,53.0,57.0,4,8,7,9,10,8,3,5,,,6,8,3,6,,,6,9,6.80,10.10,5.40,56.20,8.90,31.20,1,1,1,1,1,1,Skysoblue,Smartly,Grand Admiral (AUS),Who Shot Thebarman,Tempelten,Pondarosa Miss,130.61,151.00,137.48,205.28,134.16,94.65,1.5,3.0,2.4,9.7,1.5,6.5,1,7,5,7.50,3.50,1
5,2100,"12,000",1/01/15,OPN RATING 85 54.00,Hastings,1,5,Pirinitete,m,8,5,55.0,Rebecca Goldsbury,3,76,Gail Temperton,Awapuni,34,2,8,5,4,"56,925","1,674",6%,44%,47,33,2,13,1,0,0,0,0,0,5,0,1,8,1,2,5,0,1,3,0,2,16,1,9,4,0,3,5,0,3,4,0,0,5,0,3,2,0,0,12,0,1,1,0%,17%,"15,575",HAST,WGUI,NPLY,HAWE,OTAK,RICC,7/08/14,6/09/14,27/09/14,11/10/14,4/11/14,15/11/14,0,0,0,0,0,0,7,9,4,2,3,9,8,16,8,11,5,18,S8,D6,D4,D4,D5,G3,B.On Rating 75 Benchmark,B.Off Rating 75 Benchmark,Rating85&JMPS Benchmark,OPN HCP,Rating 85 Benchmark,Gp3 OPN HCP,"10,000","17,000","17,000","35,000","8,000",,1600,2040,3210,2200,2100,3200,R Myers,M Dravitzki,R Myers,S Doyle,K Myers,R Hannam,56.0,56.5,54.0,54.0,57.0,53.0,6,5,3,2,4,3,5,12,1,8,2,15,5,11,1,8,3,14,8.20,23.60,3.80,18.40,3.40,53.80,1,1,1,1,1,1,Liv'n Paradise,Sampson,Superturf,Willy Duggan,Selwyn,Mungo Jerry,103.47,130.26,209.71,139.80,131.65,203.88,6.0,3.6,2.6,0.8,0.3,11.5,1,7,2,5.20,2.80,6
5,2100,"12,000",1/01/15,OPN RATING 85 54.00,Hastings,1,6,Casino Jack,g,6,2,55.0,Rosie Myers,,72,Patrick Campbell,Hastings,11,3,0,3,0,"23,085","2,098",27%,55%,25,11,3,3,0,0,0,0,0,0,7,3,2,1,0,1,0,0,0,3,1,0,3,0,0,2,1,1,2,0,0,0,0,0,2,1,1,3,1,2,8,2,0,2,25%,50%,"13,275",HAST,BB WDVL,AWAP,HAST,WGUI,WPKU,4/10/14,16/10/14,1/11/14,9/11/14,29/11/14,7/12/14,0,0,0,0,0,0,8,3,15,1,6,1,15,14,16,8,13,10,G3,G3,D4,G3,D5,G3,Rating 75 Benchmark,B.On Rating 65 Benchmark*,Rating 75 Benchmark,B.Off Rating 65 Benchmark*,Rating 75 Benchmark,Rating 75 Benchmark,"40,000","7,000","18,000","7,000","18,000","12,000",2000,2100,2300,2100,2040,2200,S Collett,D Bradley,D Walsh,L Magorrian,J Parkes,J Parkes,54.0,59.0,54.5,59.0,55.5,55.0,14,6,7,3,2,7,10,1,5,2,5,3,10,1,5,2,5,3,24.40,3.90,11.00,,10.10,6.10,1,1,1,2,1,2,Wolfwhistle,Exquisite Jewel,Saint Kitt,Satay,Awesome Goal,Perfect Symbol,122.52,131.32,142.02,129.39,127.70,133.15,9.1,1.0,16.4,1.0,3.8,1.5,1,7,1,2.60,1.50,2
5,2100,"12,000",1/01/15,OPN RATING 85 54.00,Hastings,1,8,Pearls,m,6,7,54.0,Miranda Dravitzki,1,67,Lowry/Cullen,Hastings,28,3,3,3,5,"28,150","1,005",11%,32%,14,28,3,6,0,0,0,0,0,0,8,2,2,8,0,2,2,0,0,8,1,1,10,1,2,5,0,1,3,0,0,7,1,1,3,0,1,4,1,0,7,0,0,1,0%,14%,"1,800",OTAK,MATA,HAST,WGUI,HAST,OTAK,3/04/14,7/05/14,9/11/14,29/11/14,11/12/14,18/12/14,0,0,1,2,0,0,4,9,5,8,3,4,8,11,8,9,6,8,D4,S9,G3,D5,S7,S8,Rating 75 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,"8,000","8,000","8,000","20,000","8,000","8,000",2100,2100,1400,1600,1600,2100,J Parkes,u Plessis,M Dravitzki,D Bradley,M Dravitzki,M Dravitzki,57.0,57.0,54.0,54.0,54.0,54.0,6,2,4,2,3,2,2,3,7,8,5,2,2,3,7,8,4,2,4.70,8.30,,20.50,9.50,4.90,1,1,1,1,1,1,Lady Platinum,Sir Elmo,Manu,Brave Kat,Makarska,Perfect Mix,132.20,136.90,82.31,96.92,100.36,135.94,7.0,54.4,4.4,13.0,1.7,11.9,1,7,4,6.50,3.20,5
5,1250,"12,000",1/01/15,OPN RATING 85 54.00,Waikouaiti,1,1,Coup Darci Be,g,6,1,61.0,Parvesh Shaikh,3,89,M & M Pitman,Riccarton,32,7,5,1,1,"97,085","3,033",22%,41%,2,32,7,6,0,0,0,0,0,0,13,3,1,2,1,0,7,0,1,0,0,0,10,3,4,2,0,0,3,1,1,6,0,1,3,1,1,,,,16,3,1,1,19%,31%,"42,975",WTUI,RICC,CROM,RICC,WTUI,KURO,4/11/14,12/11/14,30/11/14,5/12/14,26/12/14,30/12/14,0,0,0,0,0,0,1,2,5,1,5,5,8,11,13,6,8,8,D5,G3,G3,G3,G3,D4,Rating 85 Benchmark,Rating 85 Benchmark,OPN HCP,OPN HCP,Gp4 OPN HCP,OPN HCP,"20,000","30,000","25,000","15,000","50,000","25,000",1200,1400,1400,1200,1200,1400,P Shaikh,R Hutchings,P Shaikh,P Shaikh,P Shaikh,P Shaikh,56.5,59.0,54.5,56.0,54.5,54.5,7,8,8,4,7,5,4,5,1,3,5,1,6,6,3,4,5,1,9.10,10.10,5.30,4.20,9.80,3.30,2,1,1,2,1,1,The Knight,Elusive Tracy,Elusive Tracy,Rewa,Toma Valea,King Montrose,71.66,83.72,84.00,70.06,69.77,84.78,1.0,1.5,7.2,2.5,4.6,3.5,1,7,2,3.90,2.20,1
5,1250,"12,000",1/01/15,OPN RATING 85 54.00,Waikouaiti,1,2,Halo Buster,g,8,6,58.5,Racha Cuneen,3,84,Steven Woodsford,Rangiora,53,6,9,4,10,"58,848","1,110",11%,36%,83,53,6,13,0,0,0,0,0,0,18,2,8,10,3,0,7,0,3,1,0,0,18,1,2,2,0,0,4,0,0,5,0,2,4,0,2,2,1,1,14,3,5,1,21%,64%,"27,450",ASHB,BB WTUI,ASHB,ASHB,WTUI,TIMU,25/07/14,28/07/14,29/08/14,12/09/14,27/09/14,10/10/14,0,0,0,0,0,0,7,2,2,2,6,6,9,10,5,4,7,10,S8,H1,G3,G3,H1,D5,OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,OPN HCP,Rating 85 Benchmark,"25,000","17,000","12,000","8,000","15,000","8,000",1400,1200,1200,1200,1100,1200,R Black,R Cuneen,S Wynne,R Cuneen,S Wynne,R Cuneen,54.5,58.5,59.0,59.5,54.0,59.0,2,8,5,1,1,4,8,5,2,1,2,7,8,5,3,1,3,7,15.90,8.20,4.60,2.30,5.80,,1,1,1,1,1,1,Keepa Tramp,Chapel Star,Fullavino (AUS),Homeland,Hexie Hao (AUS),Valiant,86.83,79.10,70.42,70.25,70.57,70.49,5.9,0.1,0.2,4.0,4.6,5.5,1,7,6,11.10,4.80,6
5,1250,"12,000",1/01/15,OPN RATING 85 54.00,Waikouaiti,1,3,Milo,g,7,3,57.5,David Walsh,,82,M & M Pitman,Riccarton,21,6,3,1,0,"89,337","4,254",29%,48%,27,18,6,4,0,0,0,0,0,0,10,3,2,2,0,0,1,0,1,0,0,0,8,3,1,0,0,0,6,1,1,3,0,0,6,2,1,,,,5,0,0,0,0%,0%,"1,150",TIMU,RICC,RIVN,RICC,WTUI,RICC,30/10/12,5/04/14,19/04/14,6/09/14,4/11/14,5/12/14,2,1,2,1,2,0,1,8,11,8,8,5,7,8,11,8,8,6,G3,G3,D5,G3,D5,G3,Rating 85 Benchmark,OPN HCP,OPN HCP,OPN HCP,Rating 85 Benchmark,OPN HCP,"8,000","25,000","25,000","25,000","20,000","15,000",1200,1000,1200,1000,1200,1200,C Johnson,C Johnson,B Pitman,C Johnson,J Morris,B Pitman,57.0,58.5,54.5,54.0,58.5,55.0,1,5,8,4,4,1,1,1,3,6,5,6,1,1,3,4,4,5,1.50,3.00,6.50,10.30,9.30,21.70,2,1,1,1,1,1,Dr Dee Bee,Our Premonition,Fiatt,Emerald Queen,Coup Darci Be,Coup Darci Be,69.59,56.82,71.32,57.35,71.66,70.06,0.5,14.8,20.0,8.0,6.9,6.0,1,7,5,7.00,3.20,7
5,1250,"12,000",1/01/15,OPN RATING 85 54.00,Waikouaiti,1,4,Meursault,m,5,8,57.0,Doni Prastiyou,2,85,Lisa Latta,Awapuni,12,4,2,2,2,"49,720","4,143",33%,67%,68,12,4,4,0,0,0,0,0,0,7,3,3,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,2,2,0,2,0,2,2,1,1,4,1,1,8,3,2,1,38%,75%,"42,345",RICC,RICC,RICC,RICC,RICC,RICC,5/04/14,3/05/14,6/09/14,20/09/14,4/10/14,25/10/14,0,0,1,2,0,0,3,4,1,1,2,5,11,10,12,9,12,12,G3,H1,G3,G3,G3,G3,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,OPN HCP,Rating 85 Benchmark,"17,000","25,000","17,000","17,000","25,000","20,000",1400,1400,1200,1400,1400,1600,C Johnson,C Johnson,C Johnson,J Bates,C Johnson,J Bates,55.0,55.5,55.0,57.5,54.0,57.0,5,10,10,8,5,2,1,2,2,2,2,1,1,2,3,2,1,1,3.40,4.60,5.90,3.80,3.70,3.10,1,1,2,2,1,1,Homeland,Barberry Roze,Dillinger,Lakota,Fastfoot,Likeapins,83.40,95.68,70.09,83.48,85.59,95.78,2.2,6.3,2.5,2.0,0.5,5.5,1,7,1,3.10,1.80,5
5,1250,"12,000",1/01/15,OPN RATING 85 54.00,Waikouaiti,1,5,Dillinger,g,5,7,56.0,Gosen Jogoo,3,79,J & K Parsons,Balcairn,33,4,4,1,6,"66,425","2,012",12%,27%,6,32,3,5,1,1,0,0,0,0,26,4,5,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,1,2,0,0,3,1,0,4,1,1,17,0,3,0,0%,18%,"16,490",RICC,RICC,RICC,CROM,ASHB,WTUI,25/10/14,12/11/14,15/11/14,30/11/14,19/12/14,26/12/14,0,0,0,0,0,0,2,4,7,9,5,7,11,11,11,12,9,13,G3,G3,G3,G3,G3,G3,OPN HCP,Rating 85 Benchmark,OPN HCP,Rating 85 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,"25,000","30,000","40,000","20,000","10,000","20,000",1200,1400,1400,1220,1200,1600,C Johnson,C Johnson,C Johnson,C Johnson,G Jogoo,G Jogoo,54.0,58.5,53.0,57.5,62.0,57.5,10,4,5,12,10,3,2,2,2,3,5,1,2,2,2,3,5,3,5.20,4.70,6.50,6.30,10.20,5.70,1,1,1,1,1,1,Homeland,Elusive Tracy,Cosmic Cube,Include,Red Dirt Girl,To The Max,69.96,83.72,82.32,71.40,68.78,97.00,0.1,1.9,11.0,5.4,7.0,1.9,1,7,3,5.70,2.90,4
5,1250,"12,000",1/01/15,OPN RATING 85 54.00,Waikouaiti,1,7,Tommy Tucker,g,6,5,56.0,Shankar Muniandy,,79,B & S Anderton,Wingatui,22,5,1,3,2,"49,370","2,244",23%,41%,19,22,5,4,0,0,0,0,0,0,10,2,1,2,1,0,3,1,0,1,1,0,7,1,3,1,1,0,4,1,1,1,0,0,4,2,1,4,0,1,10,2,0,3,20%,50%,"29,120",WTUI,ICGL,WTUI,BB RICC,CROM,ICGL,24/03/14,29/03/14,4/11/14,15/11/14,30/11/14,13/12/14,0,0,1,2,0,0,5,3,3,5,1,9,10,10,8,18,14,10,G3,D5,D5,G3,G3,D6,Rating 75 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,"8,000","17,000","20,000","40,000","18,000","20,000",1200,1600,1200,1200,1400,1600,D Prastiyou,D Prastiyou,S Muniandy,S Muniandy,S Muniandy,S Muniandy,59.5,59.0,54.5,59.5,59.5,56.5,7,7,8,8,6,7,1,1,7,7,3,1,1,1,7,8,3,1,3.70,3.50,11.80,15.50,6.50,5.10,1,1,1,1,2,1,Fiatt,Ginty's Choice,Coup Darci Be,Rivertaine Coup,Magic Epic,Mikabella,71.36,99.24,71.66,68.60,84.60,99.45,4.2,1.9,2.3,2.6,0.1,7.1,1,7,4,6.60,2.90,3
